Ghormach	Ghormach	Afghanistan	35.73062	63.78264	30000
Ghazni	Ghazni	Afghanistan	33.55391	68.42096	141000
Gereshk	Gereshk	Afghanistan	31.82089	64.57005	43588
Gardez	Gardez	Afghanistan	33.59744	69.22592	103601
Fayzabad	Fayzabad	Afghanistan	37.11664	70.58002	44421
Farah	Farah	Afghanistan	32.37451	62.11638	43561
Istālif	Istalif	Afghanistan	34.83268	69.07756	41413
Eslam Qaleh	Eslam Qaleh	Afghanistan	34.66667	61.06667	18086
Charikar	Charikar	Afghanistan	35.01361	69.17139	53676
Baraki Barak	Baraki Barak	Afghanistan	33.96744	68.9492	22305
Bāmyān	Bamyan	Afghanistan	34.82156	67.82734	61863
Balkh	Balkh	Afghanistan	36.75635	66.8972	114883
Bahārak	Baharak	Afghanistan	37.00254	70.90664	32551
Baghlān	Baghlan	Afghanistan	36.13068	68.70829	108449
Ārt Khwājah	Art Khwajah	Afghanistan	37.08571	69.47958	18623
Āsmār	Asmar	Afghanistan	35.03333	71.35809	15708
Asadābād	Asadabad	Afghanistan	34.87311	71.14697	48400
Andkhoy	Andkhoy	Afghanistan	36.95293	65.12376	37900
Bāzārak	Bazarak	Afghanistan	35.31292	69.51519	65000
Markaz-e Woluswalī-ye Āchīn	Markaz-e Woluswali-ye Achin	Afghanistan	34.12583	70.70778	15098
Saint John’s	Saint John's	Antigua and Barbuda	17.12096	-61.84329	51737
The Valley	The Valley	Anguilla	18.21704	-63.05783	2035
Sarandë	Sarande	Albania	39.87534	20.00477	22613
Pogradec	Pogradec	Albania	40.9025	20.6525	46070
Librazhd	Librazhd	Albania	41.17944	20.315	23312
Kukës	Kukes	Albania	42.07694	20.42194	36125
Korçë	Korce	Albania	40.61861	20.78083	58259
Gjirokastër	Gjirokaster	Albania	40.07583	20.13889	23437
Elbasan	Elbasan	Albania	41.11138	20.08224	100903
Bulqizë	Bulqize	Albania	41.49167	20.22194	26826
Vlorë	Vlore	Albania	40.4696	19.48379	115261
Tirana	Tirana	Albania	41.32744	19.81866	418495
Shkodër	Shkoder	Albania	42.06828	19.51258	95553
Rrashbull	Rrashbull	Albania	41.32278	19.51028	20099
Peqin	Peqin	Albania	41.04611	19.75111	16580
Patos Fshat	Patos Fshat	Albania	40.64278	19.65083	22679
Patos	Patos	Albania	40.68333	19.61944	16000
Lushnjë	Lushnje	Albania	40.94194	19.705	63135
Lezhë	Lezhe	Albania	41.78361	19.64361	18695
Kuçovë	Kucove	Albania	40.80028	19.91667	31077
Krujë	Kruje	Albania	41.50917	19.79278	51191
Kavajë	Kavaje	Albania	41.18556	19.55694	30012
Fushë-Krujë	Fushe-Kruje	Albania	41.47833	19.71778	17877
Fier-Çifçi	Fier-Cifci	Albania	40.71667	19.56667	60995
Fier	Fier	Albania	40.7251	19.55823	56297
Durrës	Durres	Albania	41.32355	19.45469	195920
Berat	Berat	Albania	40.70583	19.95222	62232
Kapan	Kapan	Armenia	39.20762	46.40678	32900
Goris	Goris	Armenia	39.51111	46.34168	17592
Artashat	Artashat	Armenia	39.95484	44.54874	22800
Ararat	Ararat	Armenia	39.85494	44.6947	17598
Yerevan	Yerevan	Armenia	40.17765	44.5126	1144700
Vagharshapat	Vagharshapat	Armenia	40.16557	44.29462	47989
Sevan	Sevan	Armenia	40.548	44.95314	19652
Masis	Masis	Armenia	40.06595	44.43669	23136
Vanadzor	Vanadzor	Armenia	40.8074	44.49704	78100
Gavar	Gavar	Armenia	40.35398	45.12386	18900
Ijevan	Ijevan	Armenia	40.88037	45.14776	19500
Hrazdan	Hrazdan	Armenia	40.5169	44.75591	49500
Armavir	Armavir	Armenia	40.15553	44.0388	29700
Gyumri	Gyumri	Armenia	40.79305	43.84635	114667
Dilijan	Dilijan	Armenia	40.74037	44.86344	15914
Davtashen	Davtashen	Armenia	40.21642	44.48088	52100
Charentsavan	Charentsavan	Armenia	40.40289	44.64447	22071
Avan	Avan	Armenia	40.21436	44.57846	58800
Ashtarak	Ashtarak	Armenia	40.2976	44.36152	17600
Artik	Artik	Armenia	40.61918	43.97207	18145
Abovyan	Abovyan	Armenia	40.2717	44.63342	50556
Erebuni	Erebuni	Armenia	40.13309	44.53009	129700
Nor Nork	Nor Nork	Armenia	40.19661	44.5669	137300
Ajapnyak	Ajapnyak	Armenia	40.19917	44.47056	122800
Kanaker-Zeytun	Kanaker-Zeytun	Armenia	40.22	44.53833	75500
Malatia-Sebastia	Malatia-Sebastia	Armenia	40.17396	44.4457	150500
Kentron	Kentron	Armenia	40.17806	44.51303	133000
Shengavit	Shengavit	Armenia	40.1557	44.4779	140600
Arabkir	Arabkir	Armenia	40.20624	44.50365	119300
Saurimo	Saurimo	Angola	-9.66078	20.39155	393000
Lucapa	Lucapa	Angola	-8.41915	20.74466	110000
Dundo	Dundo	Angola	-7.36643	20.81557	177604
Chitato	Chitato	Angola	-7.3	20.73333	246880
Cassanguidi	Cassanguidi	Angola	-7.48367	21.30339	20000
Lumbala	Lumbala	Angola	-14.10165	21.43531	19000
Luau	Luau	Angola	-10.70727	22.22466	55432
Cazombo	Cazombo	Angola	-11.89914	22.90216	34000
Nzagi	Nzagi	Angola	-8.38549	15.30126	60000
Viana	Viana	Angola	-8.90553	13.37499	865863
Uíge	Uige	Angola	-7.60874	15.06131	322531
Úcua	Ucua	Angola	-8.65157	14.15653	41654
Tombôco	Tomboco	Angola	-6.80517	13.33017	20358
Soyo	Soyo	Angola	-6.1349	12.36894	221555
Songo	Songo	Angola	-7.35207	14.84629	31382
Sanza Pombo	Sanza Pombo	Angola	-7.31473	16.0024	23000
Piri	Piri	Angola	-8.53412	14.43555	26265
Pango Aluquém	Pango Aluquem	Angola	-8.71311	14.46292	16080
N'zeto	N'zeto	Angola	-7.228	12.86956	28840
Negage	Negage	Angola	-7.75938	15.2722	92950
N'dalatando	N'dalatando	Angola	-9.29782	14.91162	161584
Muxaluando	Muxaluando	Angola	-8.12307	14.28838	21052
Mussende	Mussende	Angola	-10.5143	16.0199	33558
Mbanza Kongo	Mbanza Kongo	Angola	-6.26667	14.23833	148000
Maquela do Zombo	Maquela do Zombo	Angola	-6.05716	15.10971	42000
Malanje	Malanje	Angola	-9.54015	16.34096	455000
Maianga	Maianga	Angola	-8.84693	13.23698	727681
Mabubas	Mabubas	Angola	-8.52432	13.68622	16981
Lucala	Lucala	Angola	-9.27268	15.25206	19422
Lubalo	Lubalo	Angola	-9.15445	19.28136	26103
Luanda	Luanda	Angola	-8.83682	13.23432	2776168
Kunda dya Baze	Kunda dya Baze	Angola	-8.90769	17.05339	15965
Benfica	Benfica	Angola	-8.94432	13.16431	191828
Gombe	Gombe	Angola	-8.12439	14.29081	19209
Golungo Alto	Golungo Alto	Angola	-9.13333	14.76667	19992
Dondo	Dondo	Angola	-9.68456	14.42788	64643
Dondo	Dondo	Angola	-9.05	15.31667	64643
Cuímba	Cuimba	Angola	-6.12085	14.62086	41878
Cuilo	Cuilo	Angola	-8.23619	19.52566	26577
Cuango-Luzamba	Cuango-Luzamba	Angola	-9.14583	18.04453	55000
Cazombo	Cazombo	Angola	-8.73204	15.37124	34000
Caxito	Caxito	Angola	-8.57848	13.66425	55000
Cangandala	Cangandala	Angola	-9.78333	16.43333	52220
Canacassala	Canacassala	Angola	-8.16263	14.11663	20913
Camabatela	Camabatela	Angola	-8.18812	15.37495	21767
Calumbo	Calumbo	Angola	-9.14692	13.41936	652270
Cage Mazumbo	Cage Mazumbo	Angola	-8.29968	14.34494	16093
Cacuso	Cacuso	Angola	-9.42102	15.74668	39302
Cacuaco	Cacuaco	Angola	-8.7798	13.37478	146867
Cabinda	Cabinda	Angola	-5.56198	12.19476	550000
Bula Atumba	Bula Atumba	Angola	-8.67417	14.797	30537
Buco Zau	Buco Zau	Angola	-4.76667	12.55	40953
Belize	Belize	Angola	-4.65	12.76667	24430
Barra do Dande	Barra do Dande	Angola	-8.47175	13.37011	75000
Bailundo	Bailundo	Angola	-9.57499	15.99442	70481
Gama	Gama	Angola	-8.5675	13.47639	66202
Cazenga	Cazenga	Angola	-8.83796	13.28399	394170
Golfe	Golfe	Angola	-8.86639	13.26173	655796
Camama	Camama	Angola	-8.93611	13.26518	667094
Talatona	Talatona	Angola	-8.91783	13.18562	500000
Xangongo	Xangongo	Angola	-16.7444	14.97494	35000
Alto Hama	Alto Hama	Angola	-12.23333	15.55	36661
Virei	Virei	Angola	-15.727	12.94961	42607
Ucuma	Ucuma	Angola	-12.96121	15.05958	21809
Ucu Seles	Ucu Seles	Angola	-11.41237	14.30663	47421
Tômbua	Tombua	Angola	-15.80394	11.84485	46573
Sumbe	Sumbe	Angola	-11.20605	13.84371	205832
Quipungo	Quipungo	Angola	-14.81909	14.53504	23014
Quibala	Quibala	Angola	-10.73366	14.97995	27128
Porto Amboim	Porto Amboim	Angola	-10.73251	13.76844	91605
Ondjiva	Ondjiva	Angola	-17.06667	15.73333	121537
Nharêa	Nharea	Angola	-11.47512	16.96496	18000
Mossamedes	Mossamedes	Angola	-15.19611	12.15222	255000
Mungo	Mungo	Angola	-11.83268	16.23613	21662
Menongue	Menongue	Angola	-14.6585	17.69099	251178
Matala	Matala	Angola	-14.73272	15.03479	78000
Luquembo	Luquembo	Angola	-10.73912	17.71766	69420
Luena	Luena	Angola	-11.78333	19.91667	273675
Lubango	Lubango	Angola	-14.91717	13.4925	600751
Longonjo	Longonjo	Angola	-12.90795	15.24845	92103
Londuimbali	Londuimbali	Angola	-12.23712	15.31697	17000
Lobito	Lobito	Angola	-12.3644	13.53601	393079
Cuíto	Cuito	Angola	-12.38333	16.93333	355423
Catchiungo	Catchiungo	Angola	-12.56598	16.22589	120677
Humbe	Humbe	Angola	-16.6864	14.90317	35985
Huambo	Huambo	Angola	-12.77611	15.73917	595304
Ganda	Ganda	Angola	-13.01592	14.63502	65000
Gabela	Gabela	Angola	-10.85147	14.37993	116903
Ecunna	Ecunna	Angola	-12.67889	15.50556	82541
Dombe Grande	Dombe Grande	Angola	-12.95167	13.1025	25000
Cuemba	Cuemba	Angola	-12.15	18.08333	19995
Cubal do Lumbo	Cubal do Lumbo	Angola	-12.31261	14.1265	18451
Cubal	Cubal	Angola	-13.03865	14.2455	90367
Conda	Conda	Angola	-11.10862	14.33621	21260
Chitembo	Chitembo	Angola	-13.55	16.63333	25000
Chinguar	Chinguar	Angola	-12.55708	16.33805	26811
Chindumbo	Chindumbo	Angola	-11.95	14.46667	32013
Cela	Cela	Angola	-11.42173	15.12345	90000
Catumbela	Catumbela	Angola	-12.43002	13.54677	95034
Catabola	Catabola	Angola	-12.15	17.28333	28831
Capunda	Capunda	Angola	-11.13333	14.46667	21260
Camucuio	Camucuio	Angola	-14.11382	13.24061	66112
Cambundi Catembo	Cambundi Catembo	Angola	-10.07531	17.55058	17212
Camacupa	Camacupa	Angola	-12.01667	17.48333	59000
Caluquembe	Caluquembe	Angola	-13.86667	14.43333	31000
Calulo	Calulo	Angola	-10.00055	14.89519	44000
Cahama	Cahama	Angola	-16.28556	14.30962	70061
Caála	Caala	Angola	-12.8525	15.56056	130000
Bocoio	Bocoio	Angola	-12.47017	14.13688	164685
Benguela	Benguela	Angola	-12.57674	13.40268	555124
Balombo	Balombo	Angola	-12.35426	14.77232	108965
Baía Farta	Baia Farta	Angola	-12.60417	13.19667	107841
Andulo	Andulo	Angola	-11.48676	16.69663	50000
Cambundi	Cambundi	Angola	-7.46856	17.03769	17212
Kikolo	Kikolo	Angola	-8.7815	13.33384	728205
Cafunfo	Cafunfo	Angola	-8.7672	17.99572	90000
Santa Clara	Santa Clara	Angola	-10.19156	15.43408	29000
Quissecula	Quissecula	Angola	-11.39223	15.09201	90000
Cambundi	Cambundi	Angola	-10.89481	17.76402	17212
Mulenvos	Mulenvos	Angola	-8.86695	13.3344	882014
Kilamba	Kilamba	Angola	-8.84861	13.275	237528
Ingombota	Ingombota	Angola	-8.81806	13.22889	144911
Nova Vida	Nova Vida	Angola	-8.90552	13.22213	464985
Zango	Zango	Angola	-9.01212	13.38437	198538
Vila Flor	Vila Flor	Angola	-8.98007	13.30781	256066
Rangel	Rangel	Angola	-8.82644	13.26285	190569
Samba	Samba	Angola	-8.88001	13.19617	364986
Sambizanga	Sambizanga	Angola	-8.78883	13.27506	177808
Navegantes	Navegantes	Angola	-12.58997	13.39123	240075
Kima Kieza	Kima Kieza	Angola	-8.83411	13.29517	428855
Panguíla	Panguila	Angola	-8.69335	13.44914	158068
Ramiros	Ramiros	Angola	-9.06259	13.0456	323576
Hoji ya Henda	Hoji ya Henda	Angola	-8.80523	13.2897	642050
Zárate	Zarate	Argentina	-34.09584	-59.02423	99061
Colonia Wanda	Colonia Wanda	Argentina	-25.97337	-54.56304	15529
Villa Ortúzar	Villa Ortuzar	Argentina	-34.57973	-58.46829	22500
Villa Ocampo	Villa Ocampo	Argentina	-28.48726	-59.35421	19101
Villa Lugano	Villa Lugano	Argentina	-34.67907	-58.47263	114000
Villaguay	Villaguay	Argentina	-31.86767	-59.02701	32027
Villa Gesell	Villa Gesell	Argentina	-37.26394	-56.97304	23257
Villa de Mayo	Villa de Mayo	Argentina	-34.5108	-58.68059	43405
Tristán Suárez	Tristan Suarez	Argentina	-34.88982	-58.56761	27746
Tortuguitas	Tortuguitas	Argentina	-34.47513	-58.75367	41390
Tigre	Tigre	Argentina	-34.42603	-58.57962	31106
Tandil	Tandil	Argentina	-37.3287	-59.1369	115877
San Vicente	San Vicente	Argentina	-26.61667	-54.13333	38247
Santo Tomé	Santo Tome	Argentina	-28.55104	-56.04125	22634
Santos Lugares	Santos Lugares	Argentina	-34.60306	-58.54074	37267
Santa Teresita	Santa Teresita	Argentina	-36.54059	-56.69294	15213
Santa Elena	Santa Elena	Argentina	-30.94432	-59.78832	18410
San Pedro	San Pedro	Argentina	-33.67918	-59.66633	47452
San Pedro	San Pedro	Argentina	-26.6218	-54.10902	23736
San Luis del Palmar	San Luis del Palmar	Argentina	-27.50766	-58.55625	15347
San Lorenzo	San Lorenzo	Argentina	-28.13442	-58.76685	47626
San Justo	San Justo	Argentina	-34.68107	-58.56379	105274
San Javier	San Javier	Argentina	-30.58072	-59.92962	15606
San Isidro	San Isidro	Argentina	-34.46971	-58.52111	45190
San Antonio de Padua	San Antonio de Padua	Argentina	-34.66267	-58.69819	37745
San Antonio de Areco	San Antonio de Areco	Argentina	-34.25083	-59.46944	23114
Saladillo	Saladillo	Argentina	-35.63884	-59.77938	35669
Saladas	Saladas	Argentina	-28.25504	-58.62386	18349
Retiro	Retiro	Argentina	-34.58333	-58.38333	38635
Resistencia	Resistencia	Argentina	-27.46363	-58.98665	290793
Reconquista	Reconquista	Argentina	-29.15	-59.65	90184
Quilmes	Quilmes	Argentina	-34.72065	-58.25454	262379
Puerto Rico	Puerto Rico	Argentina	-26.8089	-55.02147	17491
Puerto Iguazú	Puerto Iguazu	Argentina	-25.59912	-54.57355	32038
Puerto Esperanza	Puerto Esperanza	Argentina	-26.02267	-54.61356	15579
Puerto Eldorado	Puerto Eldorado	Argentina	-26.40843	-54.69463	54189
Posadas	Posadas	Argentina	-27.39184	-55.92379	305874
Pontevedra	Pontevedra	Argentina	-34.74947	-58.70158	33515
Pirané	Pirane	Argentina	-25.73271	-59.10989	19124
Pinamar	Pinamar	Argentina	-37.11108	-56.86523	45000
Pilar	Pilar	Argentina	-34.45867	-58.91398	81120
Paso de los Libres	Paso de los Libres	Argentina	-29.71251	-57.08771	43805
Oberá	Obera	Argentina	-27.48683	-55.11994	56528
Nogoyá	Nogoya	Argentina	-32.39375	-59.78955	43195
Necochea	Necochea	Argentina	-38.5545	-58.73961	73557
Muñiz	Muniz	Argentina	-34.55622	-58.70739	26844
Morón	Moron	Argentina	-34.65118	-58.62205	99066
Monte Caseros	Monte Caseros	Argentina	-30.2518	-57.63537	24671
Montecarlo	Montecarlo	Argentina	-26.56849	-54.7579	22229
Merlo	Merlo	Argentina	-34.66536	-58.72744	268961
Mercedes	Mercedes	Argentina	-34.65072	-59.43143	63284
Mercedes	Mercedes	Argentina	-29.18416	-58.07519	30649
Haedo	Haedo	Argentina	-34.64239	-58.59212	37745
Mar del Plata	Mar del Plata	Argentina	-38.00042	-57.5562	593337
Mar de Ajó	Mar de Ajo	Argentina	-36.72881	-56.68265	25520
Luján	Lujan	Argentina	-34.5664	-59.11478	97363
Los Polvorines	Los Polvorines	Argentina	-34.50316	-58.70596	53354
Lomas de Zamora	Lomas de Zamora	Argentina	-34.7574	-58.40279	111897
La Plata	La Plata	Argentina	-34.92126	-57.95442	195443
La Paz	La Paz	Argentina	-30.74179	-59.64517	24716
Jardín América	Jardin America	Argentina	-27.04346	-55.22698	24905
Ituzaingó	Ituzaingo	Argentina	-27.58504	-56.68707	168419
Hurlingham	Hurlingham	Argentina	-34.5904	-58.62904	60000
Gualeguaychú	Gualeguaychu	Argentina	-33.00777	-58.51836	78676
Gualeguay	Gualeguay	Argentina	-33.14091	-59.31257	33120
Goya	Goya	Argentina	-29.13995	-59.26343	70245
Gobernador Virasora	Gobernador Virasora	Argentina	-28.05	-56.03333	28756
General Pacheco	General Pacheco	Argentina	-34.45256	-58.64312	43287
General Juan Madariaga	General Juan Madariaga	Argentina	-37.00196	-57.13584	16763
General José de San Martín	General Jose de San Martin	Argentina	-26.53643	-59.34138	31758
Garupá	Garupa	Argentina	-27.48315	-55.82924	28814
Formosa	Formosa	Argentina	-26.18489	-58.17313	222226
Fontana	Fontana	Argentina	-27.42039	-59.03731	26745
Federal	Federal	Argentina	-30.95619	-58.7797	16333
Ezeiza	Ezeiza	Argentina	-34.8544	-58.52474	115021
Esquina	Esquina	Argentina	-30.01476	-59.5289	26399
El Soberbio	El Soberbio	Argentina	-27.29662	-54.19811	19571
El Palomar	El Palomar	Argentina	-34.61771	-58.60153	59031
Don Torcuato	Don Torcuato	Argentina	-34.49459	-58.62729	71356
Dolores	Dolores	Argentina	-36.31539	-57.67546	25190
Curuzú Cuatiá	Curuzu Cuatia	Argentina	-29.79145	-58.0499	36390
Corrientes	Corrientes	Argentina	-27.46784	-58.8344	346334
Concordia	Concordia	Argentina	-31.39195	-58.01706	145210
Concepción del Uruguay	Concepcion del Uruguay	Argentina	-32.48463	-58.23217	67895
Colón	Colon	Argentina	-32.22312	-58.14426	58219
Colegiales	Colegiales	Argentina	-34.57365	-58.44924	57000
Chascomús	Chascomus	Argentina	-35.57681	-58.01215	47524
Chajarí	Chajari	Argentina	-30.75482	-57.98196	30655
Castelar	Castelar	Argentina	-34.65142	-58.64074	107786
Campana	Campana	Argentina	-34.16327	-58.95919	86860
Buenos Aires	Buenos Aires	Argentina	-34.61315	-58.37723	2891082
Boedo	Boedo	Argentina	-34.63333	-58.41667	48231
Berazategui	Berazategui	Argentina	-34.76531	-58.21278	180523
Bella Vista	Bella Vista	Argentina	-34.5651	-58.69034	79737
Belgrano	Belgrano	Argentina	-34.5627	-58.45829	138942
Barranqueras	Barranqueras	Argentina	-27.48132	-58.93925	50823
Barracas	Barracas	Argentina	-34.64966	-58.38341	77474
Balcarce	Balcarce	Argentina	-37.84638	-58.25549	38823
Azul	Azul	Argentina	-36.77803	-59.85848	53941
Ayacucho	Ayacucho	Argentina	-37.15276	-58.48838	17364
Avellaneda	Avellaneda	Argentina	-29.11761	-59.65834	23341
Aristóbulo del Valle	Aristobulo del Valle	Argentina	-27.09571	-54.89344	20683
Apóstoles	Apostoles	Argentina	-27.91421	-55.75355	26710
Zapala	Zapala	Argentina	-38.90056	-70.06674	31534
Yerba Buena	Yerba Buena	Argentina	-26.81298	-65.29543	50783
Villa Regina	Villa Regina	Argentina	-39.09631	-67.08374	31209
Villa Paula de Sarmiento	Villa Paula de Sarmiento	Argentina	-31.4933	-68.53838	19092
Villa Nueva	Villa Nueva	Argentina	-32.43289	-63.24811	16841
Villa María	Villa Maria	Argentina	-32.40751	-63.24016	92453
Villa Dolores	Villa Dolores	Argentina	-31.94504	-65.19025	28009
Villa Constitución	Villa Constitucion	Argentina	-33.22795	-60.32994	44271
Villa Carlos Paz	Villa Carlos Paz	Argentina	-31.4183	-64.49008	69451
Villa Ángela	Villa Angela	Argentina	-27.57679	-60.71114	43511
Villa Allende	Villa Allende	Argentina	-31.29368	-64.2977	21683
Viedma	Viedma	Argentina	-40.81519	-63.0004	48940
Victoria	Victoria	Argentina	-32.61841	-60.15478	25139
Vera	Vera	Argentina	-29.45986	-60.21315	19797
Venado Tuerto	Venado Tuerto	Argentina	-33.74585	-61.96711	72340
Veinticinco de Mayo	Veinticinco de Mayo	Argentina	-35.43247	-60.17156	24668
